N,P,K,Crop
108,23,138,Chillies
137,28,184,Guava
121,30,175,Guava
54,21,125,Tur (Arhar/Toor Dal)
165,26,234,Grapes
94,19,112,Lichi
73,19,145,Tur (Arhar/Toor Dal)
80,18,135,Cardamom
183,24,108,Paddy
53,17,102,Tur (Arhar/Toor Dal)
79,23,115,Cardamom
123,12,113,Jowar (Sorghum)
156,30,151,Tomato
55,19,146,Tur (Arhar/Toor Dal)
65,25,100,Avare (Field Bean)
120,24,157,Tobacco
192,19,239,Potato
81,12,105,Linseed
105,12,117,Ragi (Finger Millet)
162,22,104,Paddy
71,20,119,Cashewnut
60,20,106,Green Gram (Moong)
175,22,289,Coconut
80,13,102,Lichi
178,24,294,Coconut
174,23,265,Mango
132,29,196,Guava
178,23,206,Mango
92,18,116,Lichi
174,26,277,Arecanut
57,11,116,Coriander
177,24,283,Banana
55,14,89,Sunhemp
75,14,133,Lichi
150,20,168,Ginger
165,28,109,Wheat
164,20,284,Arecanut
136,18,197,Orange
60,17,87,Niger Seed
77,10,143,Linseed
143,25,175,Sunflower
58,17,128,Cashewnut
135,19,200,Orange
152,23,130,Rice
101,28,198,Pepper
134,19,127,Chillies
142,25,183,Cabbage
74,11,149,Coriander
73,19,125,Coriander
73,13,115,Cowpea
83,17,171,Tapioca
177,20,215,Arecanut
120,15,121,Castor
102,18,189,Cabbage
131,24,178,Cabbage
152,18,100,Rice
60,23,129,Cashewnut
125,18,94,Bajra (Pearl Millet)
137,28,187,Avocado
192,22,173,Jackfruit
121,12,196,Dragon Fruit
75,12,100,Niger Seed
51,20,129,Sitaphal (Custard Apple)
170,21,130,Paddy
74,22,91,Avare (Field Bean)
95,24,85,Sesame
158,20,255,Banana
125,23,150,Pomegranate
133,19,179,Lemon
91,16,145,Watermelon
189,25,192,Onion
60,17,98,Sunhemp
50,23,131,Groundnut
78,16,102,Sesame
159,22,259,Arecanut
111,20,112,Castor
52,29,138,Soybean
120,24,153,Sunflower
133,21,138,Castor
110,18,138,Castor
146,20,115,Navane (Foxtail Millet)
65,24,140,Soybean
70,22,113,Cashewnut
100,29,169,Tobacco
157,24,130,Wheat
132,11,153,Dragon Fruit
164,25,108,Paddy
136,11,110,Navane (Foxtail Millet)
111,30,153,Tobacco
100,16,145,Linseed
133,17,193,Lemon
108,27,162,Guava
111,20,154,Turmeric
92,23,174,Fig
89,19,122,Mesta
180,22,258,Banana
142,21,110,Mustard
111,15,160,Safflower
128,28,193,Pomegranate
96,16,152,Pineapple
164,22,197,Onion
52,15,87,Black Gram (Urad)
56,22,109,Avare (Field Bean)
99,15,161,Pineapple
157,24,300,Potato
127,24,139,Mustard
142,25,186,Ginger
72,13,104,Sunhemp
150,25,127,Cotton
106,23,197,Turmeric
189,25,176,Onion
119,24,106,Castor
146,19,116,Chillies
82,17,234,Sweet Potato
145,23,179,Lemon
175,19,215,Sugarcane
65,11,120,Sitaphal (Custard Apple)
71,23,107,Soybean
98,25,188,Pineapple
123,22,184,Pomegranate
143,20,138,Castor
73,11,123,Coriander
90,19,198,Tapioca
187,16,265,Sugarcane
167,25,180,Jackfruit
185,28,237,Grapes
79,22,248,Sweet Potato
102,24,173,Lemon
64,25,91,Avare (Field Bean)
156,24,280,Banana
68,14,113,Horse Gram
59,10,148,Coriander
133,17,105,Jowar (Sorghum)
144,22,191,Tobacco
112,20,140,Chillies
173,24,257,Sugarcane
103,18,167,Safflower
88,19,149,Linseed
145,15,187,Lemon
134,16,193,Dragon Fruit
172,24,257,Mango
190,20,225,Sugarcane
115,17,159,Cabbage
135,22,183,Lemon
100,23,132,Chillies
195,19,298,Banana
200,16,270,Banana
125,28,190,Pomegranate
62,22,96,Avare (Field Bean)
62,29,93,Bengal Gram (Chickpea)
60,15,85,Green Gram (Moong)
186,22,260,Potato
80,18,150,Sapota
110,12,169,Dragon Fruit
89,19,144,Cardamom
133,16,173,Safflower
67,27,116,Soybean
71,23,102,Soybean
126,30,193,Turmeric
53,11,115,Niger Seed
140,24,168,Lemon
120,25,110,Mustard
93,15,150,Fig
161,22,147,Paddy
173,30,138,Wheat
194,25,100,Rice
72,17,128,Groundnut
123,15,81,Bajra (Pearl Millet)
191,21,230,Grapes
173,23,119,Paddy
150,29,189,Tobacco
166,20,188,Onion
173,27,253,Arecanut
86,25,182,Sapota
120,16,115,Chillies
128,16,187,Safflower
150,20,162,Cabbage
53,11,115,Niger Seed
168,19,253,Banana
194,21,287,Grapes
71,14,94,Horse Gram
109,13,185,Dragon Fruit
130,12,108,Navane (Foxtail Millet)
131,21,184,Sunflower
147,26,170,Pepper
50,20,107,Niger Seed
74,15,116,Green Gram (Moong)
54,18,101,Groundnut
167,26,259,Arecanut
75,16,155,Sapota
53,18,116,Green Gram (Moong)
55,20,99,Horse Gram
175,29,174,Jackfruit
123,20,162,Lemon
137,24,152,Safflower
66,15,111,Sitaphal (Custard Apple)
178,19,283,Banana
66,13,113,Coriander
150,24,193,Garlic
113,20,169,Orange
151,27,221,Arecanut
133,24,160,Pomegranate
134,16,186,Cabbage
92,16,178,Pineapple
90,17,109,Sesame
51,18,108,Niger Seed
133,19,187,Orange
190,18,285,Coconut
155,17,119,Rice
69,15,87,Horse Gram
104,28,193,Pomegranate
187,22,216,Mango
72,24,132,Tur (Arhar/Toor Dal)
163,29,145,Wheat
172,15,175,Maize
128,29,189,Guava
110,15,130,Cotton
77,23,174,Sapota
164,24,214,Potato
193,29,115,Wheat
67,17,116,Avare (Field Bean)
94,25,276,Sweet Potato
80,23,298,Sweet Potato
130,21,158,Pomegranate
113,25,183,Orange
138,10,106,Bajra (Pearl Millet)
87,18,170,Fig
103,22,156,Cabbage
148,24,175,Pomegranate
74,22,88,Bengal Gram (Chickpea)
117,16,147,Castor
159,18,300,Potato
133,21,176,Ginger
99,25,186,Sapota
56,14,111,Black Gram (Urad)
200,27,245,Grapes
88,14,102,Lichi
97,11,107,Muskmelon
176,17,255,Sugarcane
71,22,111,Groundnut
107,24,145,Mustard
60,26,80,Bengal Gram (Chickpea)
115,23,151,Garlic
107,19,115,Chillies
68,25,130,Tur (Arhar/Toor Dal)
89,25,135,Mesta
63,13,120,Black Gram (Urad)
178,24,263,Grapes
149,10,107,Jowar (Sorghum)
70,14,84,Black Gram (Urad)
69,16,106,Avare (Field Bean)
55,15,85,Horse Gram
168,19,258,Banana
53,15,101,Sitaphal (Custard Apple)
124,15,99,Bajra (Pearl Millet)
101,27,164,Avocado
74,22,122,Tur (Arhar/Toor Dal)
193,23,211,Potato
126,18,172,Dragon Fruit
160,25,115,Rice
102,11,115,Navane (Foxtail Millet)
52,19,125,Coriander
71,25,135,Cashewnut
86,16,114,Lichi
56,28,145,Soybean
146,20,194,Pepper
66,27,145,Soybean
83,21,111,Sesame
105,19,104,Navane (Foxtail Millet)
105,24,119,Mustard
136,22,187,Orange
145,29,156,Garlic
95,21,186,Fig
59,15,91,Sunhemp
138,15,167,Orange
107,17,151,Sunflower
141,11,93,Jowar (Sorghum)
177,18,267,Potato
126,21,130,Chillies
137,29,190,Guava
93,20,104,Watermelon
184,25,102,Rice
53,16,88,Horse Gram
111,16,149,Cotton
99,14,149,Linseed
150,20,191,Orange
153,29,155,Onion
194,20,283,Banana
147,26,193,Garlic
55,18,140,Tur (Arhar/Toor Dal)
199,30,247,Grapes
167,30,152,Onion
93,10,126,Watermelon
51,13,99,Black Gram (Urad)
179,16,163,Maize
54,13,89,Green Gram (Moong)
194,16,295,Potato
102,18,183,Safflower
58,11,84,Horse Gram
111,26,168,Guava
56,11,87,Black Gram (Urad)
180,25,167,Jackfruit
79,17,288,Sweet Potato
71,22,87,Bengal Gram (Chickpea)
150,20,146,Chillies
88,22,154,Pineapple
78,19,109,Lichi
91,23,261,Sweet Potato
113,16,131,Castor
103,20,108,Chillies
200,18,289,Coconut
100,22,239,Sweet Potato
182,23,164,Onion
87,25,136,Mesta
159,27,195,Tomato
89,19,160,Fig
183,26,298,Mango
147,25,196,Garlic
150,12,105,Ragi (Finger Millet)
98,23,105,Mesta
143,12,91,Ragi (Finger Millet)
53,16,148,Coriander
133,13,180,Dragon Fruit
130,26,191,Turmeric
176,27,253,Mango
62,15,97,Sunhemp
133,22,126,Chillies
178,22,142,Rice
116,22,138,Castor
110,17,178,Safflower
188,22,146,Rice
182,22,187,Tomato
69,23,146,Groundnut
69,15,110,Cowpea
150,22,192,Guava
76,23,151,Pineapple
115,28,157,Avocado
160,24,202,Potato
188,24,271,Arecanut
183,26,168,Tomato
78,15,145,Muskmelon
134,30,160,Turmeric
134,23,196,Turmeric
176,22,293,Sugarcane
96,19,186,Tapioca
150,16,106,Castor
77,15,115,Muskmelon
180,18,106,Rice
163,17,132,Rice
96,15,118,Sesame
167,24,276,Banana
91,20,173,Tapioca
169,23,200,Maize
105,20,199,Dragon Fruit
91,23,258,Sweet Potato
95,23,280,Sweet Potato
50,20,86,Black Gram (Urad)
90,20,101,Mesta
142,26,108,Mustard
74,22,114,Avare (Field Bean)
162,29,246,Arecanut
57,25,113,Avare (Field Bean)
65,11,87,Green Gram (Moong)
53,11,120,Coriander
113,25,118,Chillies
129,18,194,Safflower
154,19,285,Potato
117,25,151,Cabbage
163,23,185,Jackfruit
71,20,102,Black Gram (Urad)
64,25,109,Avare (Field Bean)
121,24,186,Orange
72,10,103,Black Gram (Urad)
86,22,240,Sweet Potato
125,20,136,Castor
119,28,194,Guava
162,27,188,Onion
195,15,286,Sugarcane
127,25,172,Orange
84,17,197,Fig
200,16,183,Maize
140,21,175,Turmeric
72,25,147,Soybean
52,20,115,Sitaphal (Custard Apple)
117,24,140,Cotton
57,19,112,Groundnut
104,19,116,Jowar (Sorghum)
189,21,190,Tomato
78,20,101,Lichi
101,22,154,Avocado
89,15,100,Mesta
55,15,91,Cowpea
150,20,279,Potato
191,22,141,Wheat
166,20,141,Rice
111,25,147,Chillies
78,25,132,Cardamom
89,10,138,Muskmelon
100,19,111,Ragi (Finger Millet)
66,22,129,Groundnut
190,24,262,Coconut
111,13,160,Dragon Fruit
65,15,115,Sitaphal (Custard Apple)
50,12,100,Coriander
55,27,84,Bengal Gram (Chickpea)
128,30,166,Pepper
198,20,270,Potato
136,23,162,Pomegranate
78,15,126,Lichi
103,16,192,Cabbage
165,19,288,Coconut
87,20,114,Muskmelon
111,15,112,Navane (Foxtail Millet)
160,22,242,Sugarcane
147,20,155,Tobacco
165,18,141,Paddy
142,27,195,Guava
175,18,132,Rice
149,23,199,Guava
199,15,106,Rice
135,20,181,Avocado
56,13,105,Coriander
89,24,259,Sweet Potato
103,27,175,Pomegranate
168,23,134,Paddy
78,23,176,Sapota
179,22,280,Banana
68,16,150,Cashewnut
75,16,228,Sweet Potato
189,24,176,Jackfruit
132,14,117,Bajra (Pearl Millet)
57,15,138,Coriander
185,17,235,Sugarcane
127,20,152,Pepper
194,22,264,Coconut
53,16,94,Black Gram (Urad)
169,20,207,Coconut
138,21,191,Safflower
126,25,183,Guava
145,23,152,Cabbage
64,17,130,Sitaphal (Custard Apple)
70,17,103,Green Gram (Moong)
79,24,287,Sweet Potato
76,17,149,Cardamom
94,16,158,Tapioca
94,22,194,Fig
186,20,135,Paddy
123,17,101,Bajra (Pearl Millet)
140,14,90,Jowar (Sorghum)
83,19,159,Tapioca
103,18,162,Orange
141,18,157,Orange
51,25,147,Groundnut
109,12,87,Jowar (Sorghum)
119,30,157,Pomegranate
144,30,144,Mustard
107,11,80,Ragi (Finger Millet)
127,11,151,Dragon Fruit
109,21,143,Castor
131,15,185,Dragon Fruit
167,18,271,Banana
119,24,152,Pepper
89,15,233,Sweet Potato
193,27,187,Jackfruit
91,16,124,Cardamom
142,12,81,Ragi (Finger Millet)
66,28,146,Soybean
107,22,118,Mustard
89,18,130,Cardamom
153,30,191,Onion
163,29,161,Tomato
74,15,107,Black Gram (Urad)
129,16,197,Dragon Fruit
70,17,92,Green Gram (Moong)
93,19,87,Sesame
86,16,143,Muskmelon
106,23,191,Sunflower
96,10,132,Muskmelon
173,29,144,Wheat
130,22,160,Pepper
156,28,190,Tomato
54,18,98,Cowpea
52,16,87,Sunhemp
101,22,145,Chillies
99,22,128,Mesta
175,18,139,Paddy
198,17,252,Sugarcane
72,29,146,Soybean
86,17,150,Sapota
143,25,188,Pomegranate
142,15,105,Castor
200,17,101,Rice
93,16,152,Pineapple
176,17,266,Potato
138,16,182,Lemon
135,17,153,Orange
58,23,144,Cashewnut
82,25,122,Mesta
71,30,106,Bengal Gram (Chickpea)
59,15,103,Cashewnut
105,23,182,Turmeric
148,19,194,Sunflower
101,12,95,Ragi (Finger Millet)
117,15,115,Ragi (Finger Millet)
98,23,184,Fig
79,24,116,Cardamom
148,25,186,Tobacco
57,18,120,Black Gram (Urad)
100,18,108,Mesta
160,19,148,Rice
96,18,137,Watermelon
123,30,152,Pepper
69,14,108,Cowpea
68,25,102,Bengal Gram (Chickpea)
89,22,135,Cardamom
184,15,282,Banana
200,29,153,Jackfruit
171,17,111,Rice
57,20,98,Horse Gram
89,18,108,Muskmelon
134,23,147,Mustard
177,28,205,Grapes
61,10,146,Coriander
147,29,160,Pomegranate
149,25,164,Pepper
144,27,190,Ginger
148,15,109,Castor
70,14,89,Sunhemp
168,16,222,Sugarcane
105,19,175,Safflower
102,16,171,Cabbage
200,25,226,Potato
116,25,107,Mustard
81,18,160,Fig
59,20,142,Tur (Arhar/Toor Dal)
173,26,105,Wheat
135,23,185,Pepper
96,23,181,Fig
98,23,181,Pineapple
183,25,165,Maize
73,25,150,Soybean
97,22,279,Sweet Potato
61,18,118,Avare (Field Bean)
94,23,105,Sesame
180,15,247,Sugarcane
139,15,179,Sunflower
52,18,104,Cashewnut
84,14,146,Lichi
62,20,102,Avare (Field Bean)
107,25,167,Ginger
88,12,108,Watermelon
150,21,180,Cabbage
83,12,138,Lichi
136,15,156,Cabbage
191,25,290,Arecanut
121,15,187,Cabbage
53,10,108,Cowpea
114,11,99,Bajra (Pearl Millet)
178,30,274,Mango
168,29,183,Onion
174,21,198,Jackfruit
96,18,133,Mesta
116,24,153,Pomegranate
148,19,133,Chillies
183,21,112,Wheat
118,18,199,Lemon
162,29,207,Grapes
60,15,87,Avare (Field Bean)
142,13,99,Bajra (Pearl Millet)
134,25,175,Pomegranate
64,14,80,Black Gram (Urad)
69,10,107,Coriander
54,18,121,Cashewnut
55,28,105,Bengal Gram (Chickpea)
145,24,163,Guava
153,18,203,Coconut
89,23,111,Mesta
54,12,103,Niger Seed
111,22,200,Garlic
181,25,239,Grapes
55,29,92,Bengal Gram (Chickpea)
150,24,114,Castor
55,12,112,Sunhemp
137,11,84,Navane (Foxtail Millet)
103,21,197,Cabbage
110,19,141,Chillies
71,20,114,Sitaphal (Custard Apple)
132,26,181,Avocado
193,16,253,Sugarcane
150,28,253,Mango
98,17,172,Fig
71,15,104,Niger Seed
138,24,145,Castor
198,25,268,Mango
88,16,149,Cardamom
58,24,102,Soybean
162,15,109,Paddy
107,22,159,Garlic
123,16,184,Dragon Fruit
52,25,104,Groundnut
78,18,185,Pineapple
62,14,112,Sitaphal (Custard Apple)
113,27,139,Mustard
183,20,256,Sugarcane
52,28,101,Bengal Gram (Chickpea)
95,19,162,Tapioca
171,28,165,Onion
144,19,180,Sunflower
59,19,118,Niger Seed
55,10,119,Sunhemp
173,16,137,Paddy
160,24,259,Mango
123,14,98,Navane (Foxtail Millet)
100,24,158,Tobacco
166,24,130,Rice
71,11,100,Horse Gram
75,25,145,Cardamom
76,19,107,Mesta
92,15,268,Sweet Potato
55,29,134,Soybean
90,10,118,Muskmelon
128,10,161,Dragon Fruit
146,16,175,Sunflower
82,17,294,Sweet Potato
156,23,195,Tomato
100,27,192,Pepper
118,13,113,Jowar (Sorghum)
162,30,295,Grapes
119,20,161,Orange
96,18,136,Lichi
127,22,161,Orange
87,18,128,Linseed
178,30,190,Onion
124,21,184,Lemon
157,22,139,Wheat
86,15,103,Lichi
157,25,169,Onion
58,17,106,Cashewnut
148,26,178,Avocado
95,17,133,Muskmelon
127,18,107,Jowar (Sorghum)
142,30,173,Ginger
136,22,164,Guava
113,18,143,Chillies
132,29,196,Avocado
150,13,93,Navane (Foxtail Millet)
75,25,120,Cardamom
102,27,182,Tobacco
100,13,97,Bajra (Pearl Millet)
59,13,94,Horse Gram
112,29,168,Pomegranate
74,23,104,Tur (Arhar/Toor Dal)
105,20,113,Castor
140,19,94,Navane (Foxtail Millet)
199,23,196,Jackfruit
96,18,145,Muskmelon
199,23,210,Grapes
99,17,212,Sweet Potato
171,18,141,Rice
69,23,93,Avare (Field Bean)
155,24,159,Jackfruit
115,15,169,Sunflower
66,11,148,Coriander
83,18,192,Fig
67,12,98,Horse Gram
150,13,109,Jowar (Sorghum)
97,16,150,Sapota
148,24,185,Safflower
150,20,166,Lemon
161,19,132,Paddy
182,15,212,Sugarcane
90,20,109,Cardamom
51,15,101,Sunhemp
68,13,106,Cowpea
188,23,246,Grapes
145,16,143,Cotton
129,26,178,Ginger
122,24,134,Chillies
138,17,99,Ragi (Finger Millet)
98,13,148,Lichi
130,20,185,Turmeric
150,28,248,Arecanut
94,21,182,Fig
61,15,94,Green Gram (Moong)
61,27,105,Bengal Gram (Chickpea)
64,23,80,Bengal Gram (Chickpea)
151,19,169,Maize
161,28,197,Jackfruit
87,18,101,Linseed
84,16,170,Pineapple
121,25,190,Sunflower
115,17,102,Chillies
196,24,274,Coconut
80,11,147,Muskmelon
64,11,112,Green Gram (Moong)
125,20,155,Ginger
91,19,80,Sesame
85,16,165,Fig
101,18,105,Castor
169,24,172,Onion
171,20,214,Potato
116,25,142,Chillies
51,14,101,Cowpea
60,18,135,Coriander
100,20,148,Castor
181,24,265,Mango
183,22,129,Paddy
86,17,108,Lichi
75,10,98,Niger Seed
51,17,131,Cashewnut
143,11,101,Ragi (Finger Millet)
110,13,104,Jowar (Sorghum)
161,17,255,Potato
52,18,103,Horse Gram
86,15,129,Muskmelon
195,22,225,Mango
116,19,135,Chillies
54,16,88,Horse Gram
157,25,255,Potato
52,27,104,Soybean
70,15,96,Niger Seed
107,21,165,Turmeric
158,29,247,Mango
150,27,190,Avocado
81,15,187,Pineapple
162,23,209,Potato
149,15,192,Dragon Fruit
147,28,170,Guava
138,24,196,Pomegranate
135,27,176,Guava
77,18,121,Lichi
194,18,211,Coconut
62,14,106,Horse Gram
99,22,127,Mesta
138,29,167,Tobacco
149,24,178,Pomegranate
69,18,99,Green Gram (Moong)
51,10,102,Green Gram (Moong)
66,10,108,Niger Seed
85,17,199,Tapioca
95,17,120,Muskmelon
74,28,86,Bengal Gram (Chickpea)
112,16,195,Dragon Fruit
182,24,105,Wheat
74,22,107,Avare (Field Bean)
71,18,110,Avare (Field Bean)
118,25,142,Cotton
200,19,261,Banana
83,11,147,Linseed
149,25,167,Garlic
194,25,139,Rice
71,21,104,Bengal Gram (Chickpea)
78,17,255,Sweet Potato
147,19,106,Bajra (Pearl Millet)
110,20,184,Garlic
133,27,146,Mustard
136,23,163,Turmeric
114,21,121,Chillies
103,17,188,Cabbage
69,20,109,Horse Gram
148,23,167,Orange
133,29,153,Tobacco
69,21,120,Soybean
181,29,196,Onion
88,23,184,Pineapple
147,25,180,Ginger
146,24,164,Orange
123,24,198,Guava
169,15,185,Maize
98,19,275,Sweet Potato
61,20,149,Groundnut
162,22,270,Arecanut
163,20,137,Paddy
170,24,286,Potato
157,21,201,Arecanut
79,17,115,Sesame
99,12,116,Watermelon
152,20,250,Banana
99,16,194,Tapioca
109,19,111,Jowar (Sorghum)
99,21,110,Cardamom
153,25,257,Banana
152,25,233,Sugarcane
131,23,167,Guava
174,22,272,Banana
84,20,123,Lichi
55,13,109,Niger Seed
190,17,256,Coconut
197,20,183,Jackfruit
135,23,142,Mustard
102,27,167,Guava
100,10,172,Tapioca
91,15,128,Linseed
94,23,110,Mesta
145,21,141,Mustard
118,14,116,Navane (Foxtail Millet)
53,21,106,Soybean
91,13,126,Lichi
184,17,162,Maize
134,17,119,Bajra (Pearl Millet)
164,25,214,Mango
149,30,193,Turmeric
172,20,200,Sugarcane
63,14,112,Black Gram (Urad)
53,17,107,Groundnut
99,21,211,Sweet Potato
129,17,93,Ragi (Finger Millet)
52,23,88,Avare (Field Bean)
70,25,96,Bengal Gram (Chickpea)
55,19,101,Sitaphal (Custard Apple)
117,23,185,Tobacco
54,25,139,Tur (Arhar/Toor Dal)
98,16,128,Cardamom
74,11,112,Cowpea
183,25,262,Arecanut
86,16,108,Cardamom
134,27,107,Mustard
178,23,237,Arecanut
57,18,143,Groundnut
60,15,119,Horse Gram
90,25,97,Sesame
54,13,109,Sunhemp
141,22,163,Avocado
119,26,170,Pepper
73,14,113,Black Gram (Urad)
106,20,125,Chillies
198,23,185,Jackfruit
163,17,136,Rice
199,17,115,Rice
200,15,100,Rice
99,23,145,Cardamom
95,13,116,Muskmelon
57,17,135,Sitaphal (Custard Apple)
126,21,173,Sunflower
88,15,122,Muskmelon
156,24,286,Potato
101,10,119,Jowar (Sorghum)
99,19,100,Sesame
87,17,125,Muskmelon
69,19,146,Cashewnut
151,28,229,Grapes
158,22,255,Banana
129,22,123,Castor
137,25,131,Chillies
74,12,102,Horse Gram
196,17,293,Potato
77,14,122,Watermelon
131,10,155,Dragon Fruit
101,22,132,Chillies
109,20,87,Navane (Foxtail Millet)
174,28,156,Tomato
161,24,196,Maize
75,26,82,Bengal Gram (Chickpea)
127,24,191,Ginger
88,18,136,Muskmelon
100,11,138,Watermelon
112,21,187,Turmeric
144,25,146,Mustard
150,23,151,Sunflower
183,20,150,Paddy
126,21,120,Mustard
65,14,91,Horse Gram
70,21,115,Tur (Arhar/Toor Dal)
64,15,81,Cowpea
108,20,197,Tobacco
69,14,99,Cowpea
96,23,151,Pineapple
68,22,111,Avare (Field Bean)
79,15,164,Tapioca
90,16,106,Watermelon
110,26,176,Pomegranate
190,25,138,Rice
77,24,214,Sweet Potato
118,17,188,Dragon Fruit
151,24,295,Mango
66,25,119,Groundnut
189,27,132,Wheat
62,22,131,Cashewnut
174,22,135,Rice
50,11,102,Horse Gram
125,17,118,Jowar (Sorghum)
101,22,173,Pomegranate
97,23,119,Cardamom
121,20,80,Ragi (Finger Millet)
124,26,174,Pomegranate
146,19,93,Ragi (Finger Millet)
137,25,175,Lemon
79,20,108,Muskmelon
75,12,111,Horse Gram
195,17,289,Potato
50,10,135,Coriander
190,21,272,Potato
179,19,162,Maize
76,23,149,Mesta
67,25,110,Bengal Gram (Chickpea)
65,10,91,Black Gram (Urad)
141,16,148,Cotton
176,26,235,Mango
132,20,175,Avocado
51,12,107,Niger Seed
70,15,117,Tur (Arhar/Toor Dal)
127,22,170,Pepper
99,12,142,Lichi
165,28,275,Mango
69,19,83,Niger Seed
185,20,125,Rice
195,21,228,Sugarcane
73,19,107,Cowpea
96,15,148,Mesta
104,23,156,Garlic
200,26,132,Wheat
96,18,177,Sapota
52,16,114,Sunhemp
132,22,166,Pepper
75,17,91,Avare (Field Bean)
87,17,168,Tapioca
147,16,106,Jowar (Sorghum)
110,19,172,Sunflower
161,29,292,Arecanut
57,15,93,Black Gram (Urad)
65,18,89,Black Gram (Urad)
52,21,146,Groundnut
100,20,107,Lichi
93,17,102,Lichi
65,13,119,Horse Gram
98,22,171,Fig
180,25,191,Tomato
124,14,176,Dragon Fruit
182,23,184,Maize
128,12,101,Navane (Foxtail Millet)
59,20,106,Coriander
141,24,124,Castor
102,20,197,Pepper
125,30,176,Pepper
75,14,128,Coriander
62,25,149,Cashewnut
83,25,101,Mesta
123,26,175,Garlic
64,10,105,Sunhemp
200,20,300,Arecanut
138,25,100,Chillies
123,28,128,Mustard
114,20,200,Cabbage
84,19,125,Mesta
147,25,198,Orange
162,27,183,Onion
117,22,198,Pepper
79,20,141,Muskmelon
110,19,171,Dragon Fruit
129,19,195,Orange
146,25,152,Orange
99,25,122,Cardamom
57,15,114,Green Gram (Moong)
57,21,85,Bengal Gram (Chickpea)
53,25,138,Cashewnut
107,25,190,Guava
121,23,110,Chillies
164,23,252,Grapes
132,20,101,Mustard
128,15,87,Navane (Foxtail Millet)
92,21,175,Pineapple
146,12,91,Navane (Foxtail Millet)
101,20,127,Mustard
111,21,159,Garlic
129,17,193,Orange
62,26,117,Bengal Gram (Chickpea)
115,19,89,Navane (Foxtail Millet)
59,29,136,Soybean
142,14,196,Dragon Fruit
168,20,289,Arecanut
73,18,110,Groundnut
164,15,113,Paddy
64,15,80,Cowpea
84,16,150,Linseed
182,28,215,Arecanut
165,18,214,Potato
124,16,160,Lemon
130,22,169,Sunflower
169,19,136,Rice
54,21,117,Cashewnut
50,20,88,Green Gram (Moong)
169,20,281,Coconut
134,16,195,Sunflower
61,23,99,Bengal Gram (Chickpea)
122,15,167,Sunflower
190,24,220,Sugarcane
111,24,191,Safflower
125,21,118,Cotton
140,22,177,Ginger
134,19,171,Dragon Fruit
78,22,87,Sesame
52,15,120,Coriander
139,19,158,Sunflower
111,25,171,Safflower
80,14,125,Muskmelon
76,23,103,Sesame
105,16,177,Dragon Fruit
139,27,200,Guava
124,19,187,Cabbage
71,19,102,Avare (Field Bean)
127,22,189,Avocado
94,10,138,Lichi
54,20,107,Cowpea
174,15,289,Coconut
95,16,240,Sweet Potato
91,14,149,Lichi
150,19,294,Banana
197,29,193,Onion
67,22,140,Soybean
150,10,104,Bajra (Pearl Millet)
78,23,159,Pineapple
94,18,195,Fig
61,18,122,Coriander
101,28,187,Ginger
129,10,83,Ragi (Finger Millet)
196,20,153,Tomato
104,20,114,Cotton
75,13,108,Black Gram (Urad)
86,18,150,Tapioca
91,17,136,Cardamom
59,23,119,Groundnut
198,25,120,Rice
166,20,126,Rice
101,15,196,Orange
188,24,269,Banana
139,30,181,Ginger
123,20,132,Chillies
122,17,163,Sunflower
94,10,114,Muskmelon
145,18,137,Castor
123,15,178,Cabbage
127,23,150,Garlic
128,23,103,Mustard
158,30,166,Tomato
126,28,130,Mustard
197,21,182,Jackfruit
142,23,155,Ginger
53,20,119,Soybean
68,10,112,Cowpea
152,26,151,Tomato
74,24,137,Groundnut
98,19,125,Mesta
141,15,104,Chillies
100,17,112,Muskmelon
67,22,92,Bengal Gram (Chickpea)
183,20,273,Arecanut
62,15,107,Cowpea
71,25,91,Avare (Field Bean)
169,23,109,Paddy
90,19,121,Lichi
150,25,219,Potato
155,22,102,Wheat
140,19,179,Sunflower
57,12,119,Horse Gram
177,23,188,Onion
151,29,163,Jackfruit
84,18,120,Lichi
141,20,93,Navane (Foxtail Millet)
172,20,247,Potato
149,11,115,Bajra (Pearl Millet)
68,20,108,Cowpea
92,24,198,Fig
117,20,175,Turmeric
83,15,144,Linseed
200,15,140,Paddy
95,21,234,Sweet Potato
189,22,283,Mango
129,21,103,Cotton
63,17,127,Groundnut
67,12,106,Cowpea
80,19,134,Mesta
60,16,108,Cowpea
128,24,147,Chillies
193,22,282,Arecanut
62,10,96,Horse Gram
115,23,123,Mustard
141,16,102,Navane (Foxtail Millet)
94,18,106,Cardamom
184,20,167,Maize
61,17,95,Horse Gram
88,14,150,Tapioca
76,15,147,Lichi
68,14,109,Green Gram (Moong)
55,20,115,Sunhemp
158,17,258,Banana
96,22,113,Sesame
